id=441004|name=a steamwork trooper|level=81|race=457|class=1|bodytype=5|gender=2|texture=4|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|loottable_id=94056|exp_mod=100|spawns=gyrospirez~11~640~50|drops=17465~19.6;32684~11.5;12564~11.1;32615~10.9;9180~10.7;17435~9.9;32686~9.6;32687~8.8;32614~8.8;32685~8.8;32683~8.2;32617~7.8;32730~6.5;35089~6;37532~5.9;35086~5.7;37959~5.7;9184~3.9;10037~1.2;22503~1.1;17466~1;32719~0.8;32725~0.8;32711~0.7;32707~0.7;32727~0.7;32705~0.7;32712~0.7;32729~0.7;32714~0.6;32722~0.6;32726~0.6;32702~0.6;32704~0.6;32709~0.6;32724~0.6;32720~0.6;32723~0.6;32706~0.6;32716~0.5;32715~0.5;32708~0.5;32713~0.5;32703~0.4;37851~0.4;45891~0.4;37848~0.3;37850~0.3;37845~0.3;37859~0.3;37844~0.3;58068~0.3;10028~0.2;58067~0.2;37846~0.2;37858~0.2;37847~0.2;37852~0.1;37849~0.1;29368~0;46987~0;47099~0;52722~0;52727~0;52728~0;52729~0;52730~0;52731~0;52831~0;52832~0
id=441005|name=a steamwork striker|level=82|race=457|class=9|bodytype=5|gender=2|texture=4|size=3|hp=7544|AC=397|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=108|STR=313|STA=313|DEX=313|AGI=313|_INT=313|WIS=313|CHA=313|npc_aggro=1|trackable=1|loottable_id=94054|exp_mod=100|spawns=gyrospirez~2~640~50|drops=17465~20.7;12564~11.7;32686~10.6;17435~10.6;32684~10.5;32615~10.4;9180~10.3;32614~8.5;32617~8.4;32683~7.9;32685~7.5;32687~7.5;32730~6.8;37959~6.3;35089~6.1;37532~6.1;35086~5.3;9184~3.8;17466~1.4;10037~1.2;32704~1.1;22503~0.9;32715~0.9;32716~0.8;32709~0.8;32714~0.8;32726~0.8;32703~0.7;32725~0.7;32713~0.6;32729~0.6;32722~0.6;32706~0.6;32702~0.6;32708~0.6;32707~0.5;32711~0.5;32723~0.5;32720~0.5;32724~0.5;32705~0.4;32712~0.4;32719~0.4;32727~0.4;37848~0.3;37844~0.3;37859~0.3;45891~0.3;58068~0.3;37850~0.3;37847~0.3;37858~0.2;37849~0.2;37845~0.2;37846~0.2;37851~0.2;37852~0.1;58067~0.1
id=441006|name=a steamwork sweeper|level=81|race=440|class=1|bodytype=5|gender=2|texture=3|size=5|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|loottable_id=94055|exp_mod=100|spawns=gyrospirez~2~640~50|drops=32686~12.3;32684~11.9;34996~7.8;17434~6.2;9180~5.7;16976~5.7;32683~5.5;32687~5.1;32685~4.9;35086~3.8;35089~3.4;37532~3.2;37959~3;37844~0.5;37851~0.4;45891~0.4;37848~0.4;37849~0.4;37859~0.4;37847~0.3;37858~0.3;58068~0.3;37846~0.2;37850~0.2;37845~0.1;37852~0.1;58067~0.1;10028~0.1;47099~0
id=441007|name=a steamwork worker|level=80|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7200|AC=388|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=100|STR=306|STA=306|DEX=306|AGI=306|_INT=306|WIS=306|CHA=306|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~19~640~50
id=441008|name=a steamwork shocktrooper|level=83|race=457|class=1|bodytype=5|gender=2|texture=5|size=3|hp=7719|AC=401|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=112|STR=316|STA=316|DEX=316|AGI=316|_INT=316|WIS=316|CHA=316|npc_aggro=1|trackable=1|loottable_id=94053|exp_mod=100|spawns=gyrospirez~25~640~50|drops=17465~20.1;17435~11.1;32684~11.1;12564~10.5;9180~10.3;32615~10.2;32686~10.2;32683~8.9;32685~8.5;32614~8.3;32687~8.1;32617~8;32730~6.8;37532~6.1;35089~6.1;37959~5.6;35086~5.2;9184~3.8;17466~1.4;22503~1.4;10037~1.1;32704~0.8;32720~0.8;32709~0.8;32719~0.7;32724~0.7;32726~0.7;32725~0.7;32707~0.7;32714~0.7;32722~0.7;32702~0.6;32703~0.6;32708~0.6;32706~0.6;32727~0.6;32716~0.6;32723~0.6;32713~0.6;32715~0.6;32711~0.5;32729~0.5;32705~0.5;32712~0.5;37850~0.4;37845~0.4;37844~0.3;37858~0.3;45891~0.3;37848~0.3;37851~0.3;37847~0.2;58068~0.2;10028~0.2;37846~0.2;37849~0.2;37859~0.2;58067~0.1;37852~0.1;29369~0;47099~0
id=441009|name=a steamwork shockstriker|level=83|race=457|class=9|bodytype=5|gender=2|texture=5|size=3|hp=7719|AC=401|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=112|STR=316|STA=316|DEX=316|AGI=316|_INT=316|WIS=316|CHA=316|npc_aggro=1|trackable=1|loottable_id=94052|exp_mod=100|spawns=gyrospirez~10~640~50|drops=17465~20.2;12564~11.9;32615~10.8;9180~10.7;32684~10.7;32686~10.5;17435~10.3;32617~8.7;32614~8.4;32683~8.2;32685~8;32687~7.5;32730~7;35089~6.2;37532~6;35086~5.8;37959~5.5;9184~3.4;22503~1.5;10037~1.4;32720~1.1;17466~1;32714~1;32705~0.9;32723~0.8;32713~0.8;32726~0.8;32703~0.8;32711~0.8;32724~0.7;32706~0.6;32715~0.6;32722~0.6;32709~0.6;32727~0.6;37844~0.5;32707~0.5;32729~0.5;32702~0.5;32704~0.5;32708~0.5;32716~0.5;32719~0.4;32725~0.4;32712~0.3;37847~0.3;37848~0.3;37850~0.3;37851~0.3;37859~0.3;10028~0.3;58068~0.3;37852~0.2;45891~0.2;37849~0.2;37858~0.2;58067~0.2;37845~0.1;37846~0.1;47099~0
id=441010|name=a steamwork worker|level=81|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~1~640~50
id=441011|name=a steamwork reaver|level=80|race=457|class=5|bodytype=5|gender=2|texture=4|size=3|hp=7200|AC=388|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=100|STR=306|STA=306|DEX=306|AGI=306|_INT=306|WIS=306|CHA=306|npc_aggro=1|trackable=1|loottable_id=94049|exp_mod=100|spawns=gyrospirez~2~640~50|drops=17465~21.3;12564~11.4;9180~10.8;32686~10.6;17435~10.3;32684~9.8;32615~9.8;32614~8.9;32683~8.9;32685~8.7;32617~8.3;32687~8.1;32730~6.9;37959~6.2;37532~5.4;35089~5.3;35086~5.1;9184~3.7;17466~1.6;22503~1.3;10037~0.9;32711~0.7;32727~0.7;32716~0.7;32724~0.7;32715~0.7;32706~0.7;32712~0.7;32702~0.6;32704~0.6;32714~0.6;32725~0.6;32726~0.6;32708~0.5;32703~0.5;32709~0.5;32720~0.5;32722~0.5;32723~0.5;32705~0.5;32713~0.5;32729~0.4;32707~0.4;32719~0.4;37848~0.4;37850~0.3;45891~0.3;58068~0.3;58067~0.3;37844~0.2;37846~0.2;37851~0.2;37845~0.2;37847~0.2;37858~0.2;37859~0.2;37849~0.1;37852~0.1;10028~0.1;47099~0
id=441012|name=a clockwork skitterer|level=12|race=415|class=1|bodytype=5|gender=2|texture=2|size=3|hp=264|AC=96|maxdmg=3|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=10|STR=97|STA=97|DEX=97|AGI=97|_INT=97|WIS=97|CHA=97|npc_aggro=1|trackable=1|loottable_id=94046|exp_mod=100|spawns=gyrospirez~12~640~50
id=441013|name=a steamwork ductworker|level=80|race=577|class=1|bodytype=5|gender=2|texture=1|size=3|hp=7200|AC=388|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=100|STR=306|STA=306|DEX=306|AGI=306|_INT=306|WIS=306|CHA=306|npc_aggro=1|trackable=1|loottable_id=94047|exp_mod=100|spawns=gyrospirez~7~640~50|drops=17465~20.4;12564~11.7;32684~11.2;9180~10.7;32615~10.2;32686~10;17435~9.7;32687~9;32685~8.6;32614~8.4;32617~8.3;32683~8.3;32730~7;35089~6;35086~6;37532~5.9;37959~5.4;9184~3.5;17466~1.3;22503~1.3;10037~1.1;32707~0.9;32714~0.8;32715~0.7;32729~0.7;32725~0.7;32702~0.7;32719~0.6;32705~0.6;32726~0.6;32727~0.6;32712~0.6;32722~0.6;32706~0.6;32709~0.6;32720~0.6;32704~0.6;32716~0.5;32723~0.5;32703~0.5;32708~0.5;32724~0.5;32713~0.4;37851~0.4;32711~0.4;37848~0.4;45891~0.3;37858~0.3;37844~0.3;37849~0.3;37850~0.3;37859~0.3;58068~0.3;37845~0.2;58067~0.2;37852~0.2;37847~0.2;37846~0.1;10028~0.1;47099~0
id=441014|name=a steamwork trooper|level=82|race=457|class=1|bodytype=5|gender=2|texture=4|size=3|hp=7544|AC=397|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=108|STR=313|STA=313|DEX=313|AGI=313|_INT=313|WIS=313|CHA=313|npc_aggro=1|trackable=1|loottable_id=94056|exp_mod=100|spawns=gyrospirez~7~640~50|drops=17465~19.6;32684~11.5;12564~11.1;32615~10.9;9180~10.7;17435~9.9;32686~9.6;32687~8.8;32614~8.8;32685~8.8;32683~8.2;32617~7.8;32730~6.5;35089~6;37532~5.9;35086~5.7;37959~5.7;9184~3.9;10037~1.2;22503~1.1;17466~1;32719~0.8;32725~0.8;32711~0.7;32707~0.7;32727~0.7;32705~0.7;32712~0.7;32729~0.7;32714~0.6;32722~0.6;32726~0.6;32702~0.6;32704~0.6;32709~0.6;32724~0.6;32720~0.6;32723~0.6;32706~0.6;32716~0.5;32715~0.5;32708~0.5;32713~0.5;32703~0.4;37851~0.4;45891~0.4;37848~0.3;37850~0.3;37845~0.3;37859~0.3;37844~0.3;58068~0.3;10028~0.2;58067~0.2;37846~0.2;37858~0.2;37847~0.2;37852~0.1;37849~0.1;29368~0;46987~0;47099~0;52722~0;52727~0;52728~0;52729~0;52730~0;52731~0;52831~0;52832~0
id=441015|name=a steamwork worker|level=82|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7544|AC=397|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=108|STR=313|STA=313|DEX=313|AGI=313|_INT=313|WIS=313|CHA=313|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~20~640~50
id=441016|name=a steamwork reaver|level=81|race=457|class=5|bodytype=5|gender=2|texture=4|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|loottable_id=94049|exp_mod=100|spawns=gyrospirez~5~640~50|drops=17465~21.3;12564~11.4;9180~10.8;32686~10.6;17435~10.3;32684~9.8;32615~9.8;32614~8.9;32683~8.9;32685~8.7;32617~8.3;32687~8.1;32730~6.9;37959~6.2;37532~5.4;35089~5.3;35086~5.1;9184~3.7;17466~1.6;22503~1.3;10037~0.9;32711~0.7;32727~0.7;32716~0.7;32724~0.7;32715~0.7;32706~0.7;32712~0.7;32702~0.6;32704~0.6;32714~0.6;32725~0.6;32726~0.6;32708~0.5;32703~0.5;32709~0.5;32720~0.5;32722~0.5;32723~0.5;32705~0.5;32713~0.5;32729~0.4;32707~0.4;32719~0.4;37848~0.4;37850~0.3;45891~0.3;58068~0.3;58067~0.3;37844~0.2;37846~0.2;37851~0.2;37845~0.2;37847~0.2;37858~0.2;37859~0.2;37849~0.1;37852~0.1;10028~0.1;47099~0
id=441017|name=a steamwork repairer|level=82|race=577|class=2|bodytype=5|gender=2|size=3|hp=7544|AC=397|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=108|STR=313|STA=313|DEX=313|AGI=313|_INT=313|WIS=313|CHA=313|npc_aggro=1|trackable=1|loottable_id=94050|exp_mod=100|spawns=gyrospirez~5~640~50|drops=17465~19.7;12564~11.5;9180~11.2;32686~10.7;32615~10.4;17435~10.2;32684~9.7;32685~9.2;32687~8.4;32683~8.3;32614~7.7;32617~7.2;32730~6.7;35086~6.2;37532~5.8;36287~5.6;37959~5.4;35089~5.3;9184~3.5;22503~1.5;17466~1.1;10037~1.1;32702~0.8;32704~0.8;32719~0.8;32705~0.7;32703~0.6;32712~0.6;32714~0.6;32716~0.6;32720~0.6;32723~0.6;32725~0.6;32708~0.6;32713~0.6;32724~0.6;32709~0.6;32726~0.6;32711~0.5;32715~0.5;32722~0.5;37849~0.5;32706~0.4;32707~0.4;32729~0.4;37844~0.4;37850~0.4;37858~0.4;32727~0.3;37851~0.3;45891~0.3;37845~0.3;37848~0.3;37847~0.2;37852~0.2;58068~0.2;37846~0.1;58067~0.1;10028~0.1;37859~0.1;47099~0
id=441018|name=a steamwork worker|level=81|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~1~640~50
id=441019|name=a steamwork worker|level=81|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~1~640~50
id=441020|name=a steamwork trooper|level=80|race=457|class=1|bodytype=5|gender=2|texture=4|size=3|hp=7200|AC=388|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=100|STR=306|STA=306|DEX=306|AGI=306|_INT=306|WIS=306|CHA=306|npc_aggro=1|trackable=1|loottable_id=94056|exp_mod=100|spawns=gyrospirez~3~640~50|drops=17465~19.6;32684~11.5;12564~11.1;32615~10.9;9180~10.7;17435~9.9;32686~9.6;32687~8.8;32614~8.8;32685~8.8;32683~8.2;32617~7.8;32730~6.5;35089~6;37532~5.9;35086~5.7;37959~5.7;9184~3.9;10037~1.2;22503~1.1;17466~1;32719~0.8;32725~0.8;32711~0.7;32707~0.7;32727~0.7;32705~0.7;32712~0.7;32729~0.7;32714~0.6;32722~0.6;32726~0.6;32702~0.6;32704~0.6;32709~0.6;32724~0.6;32720~0.6;32723~0.6;32706~0.6;32716~0.5;32715~0.5;32708~0.5;32713~0.5;32703~0.4;37851~0.4;45891~0.4;37848~0.3;37850~0.3;37845~0.3;37859~0.3;37844~0.3;58068~0.3;10028~0.2;58067~0.2;37846~0.2;37858~0.2;37847~0.2;37852~0.1;37849~0.1;29368~0;46987~0;47099~0;52722~0;52727~0;52728~0;52729~0;52730~0;52731~0;52831~0;52832~0
id=441021|name=a steamwork striker|level=80|race=457|class=9|bodytype=5|gender=2|texture=4|size=3|hp=7200|AC=388|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=100|STR=306|STA=306|DEX=306|AGI=306|_INT=306|WIS=306|CHA=306|npc_aggro=1|trackable=1|loottable_id=94054|exp_mod=100|spawns=gyrospirez~2~640~50|drops=17465~20.7;12564~11.7;32686~10.6;17435~10.6;32684~10.5;32615~10.4;9180~10.3;32614~8.5;32617~8.4;32683~7.9;32685~7.5;32687~7.5;32730~6.8;37959~6.3;35089~6.1;37532~6.1;35086~5.3;9184~3.8;17466~1.4;10037~1.2;32704~1.1;22503~0.9;32715~0.9;32716~0.8;32709~0.8;32714~0.8;32726~0.8;32703~0.7;32725~0.7;32713~0.6;32729~0.6;32722~0.6;32706~0.6;32702~0.6;32708~0.6;32707~0.5;32711~0.5;32723~0.5;32720~0.5;32724~0.5;32705~0.4;32712~0.4;32719~0.4;32727~0.4;37848~0.3;37844~0.3;37859~0.3;45891~0.3;58068~0.3;37850~0.3;37847~0.3;37858~0.2;37849~0.2;37845~0.2;37846~0.2;37851~0.2;37852~0.1;58067~0.1
id=441022|name=a steamwork worker|level=81|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~1~640~50
id=441023|name=a cleaning ooze|level=81|race=549|class=1|bodytype=23|gender=2|texture=5|size=6|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|loottable_id=94045|exp_mod=100|spawns=gyrospirez~4~640~50|drops=17465~15.4;34996~12.2;37532~5.2;35089~5.2;35086~5;37959~4.4;17466~1.2;22503~1;10037~0.9;37851~0.5;45891~0.5;37846~0.4;37848~0.4;37852~0.4;58067~0.4;58068~0.4;37844~0.3;37849~0.3;37850~0.3;37845~0.3;37859~0.3;10028~0.2;37847~0.2;37858~0.2;47099~0
id=441024|name=a steamwork worker|level=81|race=457|class=1|bodytype=5|gender=2|texture=3|size=3|hp=7371|AC=393|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=104|STR=310|STA=310|DEX=310|AGI=310|_INT=310|WIS=310|CHA=310|npc_aggro=1|trackable=1|exp_mod=100|spawns=gyrospirez~1~640~50
id=441025|name=a steamwork shockreaver|level=83|race=457|class=5|bodytype=5|gender=2|texture=5|size=3|hp=7719|AC=401|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=112|STR=316|STA=316|DEX=316|AGI=316|_INT=316|WIS=316|CHA=316|npc_aggro=1|trackable=1|loottable_id=94051|exp_mod=100|spawns=gyrospirez~4~640~50|drops=17465~19.6;32615~11.1;12564~11;9180~10.6;32684~10.6;17435~9.7;32685~9.3;32686~9.2;32614~8.9;32683~8;32617~8;32687~8;32730~7.4;37959~6.5;35089~6.3;37532~5.9;35086~5.8;9184~4;17466~1.7;10037~1.1;22503~0.9;32702~0.8;32705~0.8;32707~0.8;32713~0.8;32706~0.7;32714~0.7;32724~0.7;32725~0.7;32704~0.7;32719~0.7;32715~0.7;32723~0.7;32727~0.7;32703~0.6;32716~0.6;32722~0.5;32726~0.5;32729~0.5;32709~0.5;32711~0.5;32712~0.5;37851~0.5;32708~0.4;32720~0.4;37844~0.3;37847~0.3;58067~0.3;37846~0.2;37850~0.2;37858~0.2;37845~0.2;37848~0.2;37852~0.2;37859~0.2;45891~0.2;10028~0.1;37849~0;58068~0
id=441026|name=a steamwork sweeper|level=82|race=440|class=1|bodytype=5|gender=2|texture=3|size=5|hp=7544|AC=397|maxdmg=4|attack_count=-1|attack_delay=30|runspeed=1.25|hp_regen_rate=1|mana_regen_rate=1|PhR=108|STR=313|STA=313|DEX=313|AGI=313|_INT=313|WIS=313|CHA=313|npc_aggro=1|trackable=1|loottable_id=94055|exp_mod=100|spawns=gyrospirez~2~640~50|drops=32686~12.3;32684~11.9;34996~7.8;17434~6.2;9180~5.7;16976~5.7;32683~5.5;32687~5.1;32685~4.9;35086~3.8;35089~3.4;37532~3.2;37959~3;37844~0.5;37851~0.4;45891~0.4;37848~0.4;37849~0.4;37859~0.4;37847~0.3;37858~0.3;58068~0.3;37846~0.2;37850~0.2;37845~0.1;37852~0.1;58067~0.1;10028~0.1;47099~0
